// FoldWatcher
// ---------------------
// Coded by Dr.K@meleon <drkameleon@hotmail.com>
// 
// homepage : http://kameleon-nest.blogspot.com
//            http://sourceforge.net/projects/foldwatcher/
// ============================
// Filename : wus_list.dat
// Last Update : 17/05/2008
//
// -----------------------------------------------------------------
// This program is free software: you can redistribute it and/or modify
// it under the terms of the GNU General Public License as published by
// the Free Software Foundation, either version 3 of the License, or
// (at your option) any later version.
//
// This program is distributed in the hope that it will be useful,
// but WITHOUT ANY WARRANTY; without even the implied warranty of
// MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
// GNU General Public License for more details.
//
// You should have received a copy of the GNU General Public License
// along with this program.  If not, see <http://www.gnu.org/licenses/>.
//
// Copyright (C) 2008 by Dr.K@meleon
// ========================================================

100||villin|0|0.00|6.00|2.00|0||Gastrointestinal tumors and Adenocarcinomas|
418||SideChains|0|0.00|0.00|0.00|0||General||
419||SideChains|0|0.00|0.00|0.00|0||General||
420||SideChains|0|0.00|0.00|0.00|0||General||
421||SideChains|0|0.00|0.00|0.00|0||General||
422||SideChains|0|0.00|0.00|0.00|0||General||
423||SideChains|0|0.00|0.00|0.00|0||General||
424||SideChains|0|0.00|0.00|0.00|0||General||
425||SideChains|0|0.00|0.00|0.00|0||General||
426||SideChains|0|0.00|0.00|0.00|0||General||
427||SideChains|0|0.00|0.00|0.00|0||General||
428||SideChains|0|0.00|0.00|0.00|0||General||
429||SideChains|0|0.00|0.00|0.00|0||General||
430||SideChains|0|0.00|0.00|0.00|0||General||
431||SideChains|0|0.00|0.00|0.00|0||General||
432||SideChains|0|0.00|0.00|0.00|0||General||
433||SideChains|0|0.00|0.00|0.00|0||General||
434||SideChains|0|0.00|0.00|0.00|0||General||
435||SideChains|0|0.00|0.00|0.00|0||General||
436||SideChains|0|0.00|0.00|0.00|0||General||
437||SideChains|0|0.00|0.00|0.00|0||General||
438||SideChains|0|0.00|0.00|0.00|0||General||
439||SideChains|0|0.00|0.00|0.00|0||General||
440||SideChains|0|0.00|0.00|0.00|0||General||
441||SideChains|0|0.00|0.00|0.00|0||General||
442||SideChains|0|0.00|0.00|0.00|0||General||
443||SideChains|0|0.00|0.00|0.00|0||General||
444||SideChains|0|0.00|0.00|0.00|0||General||
445||SideChains|0|0.00|0.00|0.00|0||General||
446||SideChains|0|0.00|0.00|0.00|0||General||
447||SideChains|0|0.00|0.00|0.00|0||General||
448||PHE SIDECHAIN - OPLSAA|0|0.00|0.00|0.00|0||General||
449||SideChains|0|0.00|0.00|0.00|0||General||
450||SideChains|0|0.00|0.00|0.00|0||General||
451||GLN SIDECHAIN - OPLSAA|0|0.00|0.00|0.00|0||General||
452||SideChains|0|0.00|0.00|0.00|0||General||
453||TRP SIDECHAIN - OPLSAA|0|0.00|0.00|0.00|0||General||
454||ALA SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
455||VAL SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
456||ILE SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
457||SER SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
458||PHE SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
459||TYR SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
460||ASN SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
461||GLN SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
462||CYS SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
463||TRP SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
464||SideChains|0|0.00|0.00|0.00|0||General||
465||SideChains|0|0.00|0.00|0.00|0||General||
466||LEU Sidechain - CHARMM|0|0.00|0.00|0.00|0||General||
467||MET Sidechain - CHARMM|0|0.00|0.00|0.00|0||General||
468||THR Sidechain - CHARMM|0|0.00|0.00|0.00|0||General||
469||SideChains|0|0.00|0.00|0.00|0||General||
470||SideChains|0|0.00|0.00|0.00|0||General||
471||LEU SIDECHAIN - OPLSAA|0|0.00|0.00|0.00|0||General||
472||SideChains|0|0.00|0.00|0.00|0||General||
473||SideChains|0|0.00|0.00|0.00|0||General||
474||HID SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
475||SideChains|0|0.00|0.00|0.00|0||General||
476||SideChains|0|0.00|0.00|0.00|0||General||
477||MET SIDECHAIN - AMBER|0|0.00|0.00|0.00|0||General||
478||SideChains|0|0.00|0.00|0.00|0||General||
479||THR SIDECHAIN - OPLSAA|0|0.00|0.00|0.00|0||General||
480||TYR SIDECHAIN - OPLSAA|0|0.00|0.00|0.00|0||General||
481||SideChains|0|0.00|0.00|0.00|0||General||
482||SideChains|0|0.00|0.00|0.00|0||General||
483||SideChains|0|0.00|0.00|0.00|0||General||
484||SideChains|0|0.00|0.00|0.00|0||General||
485||SideChains|0|0.00|0.00|0.00|0||General||
486||SideChains|0|0.00|0.00|0.00|0||General||
487||SideChains|0|0.00|0.00|0.00|0||General||
488||SideChains|0|0.00|0.00|0.00|0||General||
489||SideChains|0|0.00|0.00|0.00|0||General||
490||SideChains|0|0.00|0.00|0.00|0||General||
491||SideChains|0|0.00|0.00|0.00|0||General||
492||SideChains|0|0.00|0.00|0.00|0||General||
493||SideChains|0|0.00|0.00|0.00|0||General||
494||SideChains|0|0.00|0.00|0.00|0||General||
495||SideChains|0|0.00|0.00|0.00|0||General||
496||SideChains|0|0.00|0.00|0.00|0||General||
497||SideChains|0|0.00|0.00|0.00|0||General||
498||SideChains|0|0.00|0.00|0.00|0||General||
499||SideChains|0|0.00|0.00|0.00|0||General||
500||Ab28-43V|0|0.00|7.00|1.00|0||Alzheimers||
501|171.64.122.124|p501_RIBOSOMAL PROTEIN S6|1050|0.00|1.00|1.00|100|GROMACS|General||
502|171.64.122.124|p502_RIBOSOMAL PROTEIN S6|1050|0.00|1.00|1.00|100|GROMACS|General||
503||PolyGln|0|0.00|7.00|1.00|0||General||
504|171.64.122.116|PolyQ50|606|0.00|7.00|1.00|0||General||
505|||0|0.00|0.00|1.00|0||General||
506|171.64.122.124|p506_RIBOSOMAL PROTEIN S6|1050|0.00|1.00|1.00|100|GROMACS|General||
507|171.64.122.124|p507_RIBOSOMAL PROTEIN S6|1050|0.00|1.00|1.00|100|GROMACS|General||
508|171.64.122.124|p508_RIBOSOMAL PROTEIN S6|1050|0.00|1.00|1.00|200|GROMACS|General||
509|171.64.122.124|p509_RIBOSOMAL PROTEIN S6|1050|0.00|3.00|6.00|100|GROMACS|General||
510||ABLp41|0|0.00|5.00|0.00|0||Alzheimers||
511|171.64.122.124|p511_RIBOSOMAL PROTEIN S6|1050|0.00|3.00|6.00|100|GROMACS|General||
512||ABeta17-42|0|0.00|5.00|0.00|0||Alzheimers||
513|171.64.122.124|p513_RIBOSOMAL PROTEIN|1050|0.00|0.00|6.00|100|GROMACS|General||
514|171.64.122.124|p514_RIBOSOMAL PROTEIN S6|1050|0.00|3.00|6.00|100|GROMACS|General||
515|171.64.122.124|p515_RIBOSOMAL PROTEIN S6|1050|0.00|3.00|6.00|100|GROMACS|General||
516|171.64.122.124|p516_RIBOSOMAL PROTEIN S6|1050|0.00|3.00|6.00|100|GROMACS|General||
520|171.67.89.100|p520_BBA5_pf|12200|10.00|0.00|44.00|100|GROMACS|*Synthetic Construct||
521|171.67.89.100|p521_BBA5_pf|12200|10.00|0.00|44.00|100|GROMACS|*Synthetic Construct||
522|171.67.89.100|p522_BBA5_pf|1220|10.00|0.00|44.00|100|GROMACS|*Synthetic Construct||
523|171.67.89.100|p523_BBA5_pf|12200|10.00|0.00|44.00|100|GROMACS|*Synthetic Construct||
524|171.67.89.100|p524_BBA5_pf|12200|10.00|0.00|44.00|100|GROMACS|*Synthetic Construct||
525|171.67.89.100|p525_BBA5_pf|12200|10.00|0.00|44.00|100|GROMACS|*Synthetic Construct||
526|171.67.89.100|p526_BBA5_pf|12200|10.00|0.00|44.00|100|GROMACS|*Synthetic Construct||
529|171.67.89.148|p529_BBA5_N|12200|10.00|15.00|46.00|100|GROMACS|*Synthetic Construct|ymrhee|
530|171.65.103.148|p530_BBA5_N|12200|10.00|14.00|44.00|100|GROMACS|*Synthetic Construct|ymrhee|
531|171.64.122.123|p531_BBA5 in water|12199|0.00|2.00|7.00|100|GROMACS|*Synthetic Construct||
532|171.64.122.123|p532_BBA5 in water|12199|0.00|5.00|24.00|100|GROMACS|*Synthetic Construct||
533|171.64.122.123|p533_BBA5 in water|12199|0.00|2.00|7.00|100|GROMACS|*Synthetic Construct||
534|171.64.122.123|p534_BBA5 in water|12199|0.00|2.00|7.00|100|GROMACS|*Synthetic Construct||
535|171.64.122.123|p535_BBA5_N|12199|0.00|2.00|7.00|100|GROMACS|*Synthetic Construct||
536|171.64.122.123|p536_BBA5_ext|12200|0.00|2.00|10.00|100|GROMACS|*Synthetic Construct||
537|171.64.122.123|p537_BBA5_N in water|12199|0.00|5.00|18.00|100|GROMACS|*Synthetic Construct||
538|171.67.89.148|p538_BBA_ext|12170|11.00|15.00|48.00|100|GROMACS|*Synthetic Construct||
539|171.64.122.123|p539_BBA5_N in water|12199|10.00|15.00|46.00|100|GROMACS|*Synthetic Construct||
540|171.64.122.124|p540_BBA5_N in water|12199|0.00|15.00|33.00|100|GROMACS|*Synthetic Construct||
541|171.64.122.124|p541_BBA5_N in water|12199|0.00|15.00|33.00|100|GROMACS|*Synthetic Construct||
542|171.67.89.148|p542_BBA5_ext|12200|10.00|15.00|46.00|100|GROMACS|*Synthetic Construct||
543|171.65.103.148|p543_BBA5_ext|12200|10.00|14.00|44.00|100|GROMACS|*Synthetic Construct|ymrhee|
544|171.64.122.113|p544_BBA5|12200|11.00|15.00|47.00|100|GROMACS|*Synthetic Construct|ymrhee|
545|171.64.122.113|p545_BBA5|12200|11.00|15.00|47.00|100|GROMACS|*Synthetic Construct|ymrhee|
546|171.64.122.113|p546_BBA5|12200|11.00|15.00|47.00|100|GROMACS|*Synthetic Construct|ymrhee|
547|171.64.122.124|p547_BBA5_ext|12200|0.00|5.00|18.00|100|GROMACS|*Synthetic Construct||
548|171.64.122.123|p548_BBA5_ext|12200|6.00|10.00|23.00|100|GROMACS|*Synthetic Construct||
549|171.64.122.113|p549_BBA5|12200|11.00|15.00|47.00|100|GROMACS|*Synthetic Construct|ymrhee|
550||bba5_build_ext|0|0.00|2.00|0.00|0||*Synthetic Construct||
551||Water TIP3P Model|0|0.00|2.00|0.00|0||General||
552||nativeBBa5|260|0.00|2.00|0.00|0||*Synthetic Construct||
553|171.64.122.109|p553_BBA5_pf|385|0.00|5.00|9.00|200|TINKER|*Synthetic Construct||
554|171.64.122.111|bba5_build_ext|260|0.00|2.00|0.00|0||*Synthetic Construct||
555|171.64.122.109|p555_BBA5_pf|385|0.00|5.00|9.00|50|TINKER|*Synthetic Construct||
556|171.67.89.148|p556_BBA5|12200|15.00|40.00|33.00|100|GROMACS|*Synthetic Construct||
557|171.64.122.109|p557_BBA5_pf|385|0.00|3.00|9.00|50|TINKER|*Synthetic Construct||
558|171.64.122.123|p558_BBA5_pf|12200|11.00|15.00|47.00|100|GROMACS|*Synthetic Construct|ymrhee|
559|171.64.122.113|p559_BBA5_N|12200|10.00|15.00|46.00|100|GROMACS|*Synthetic Construct|ymrhee|
560||bba5_ext300K|260|0.00|0.00|0.00|0||*Synthetic Construct||
561|171.64.122.111|bba5_ext250K|260|0.00|5.00|0.00|0||*Synthetic Construct||
562||NativeBBA5-300K|260|0.00|0.00|0.00|0||*Synthetic Construct||
563|171.64.122.123|p563_BBA5_ext|12200|6.00|10.00|23.00|100|GROMACS|*Synthetic Construct|ymrhee|
564|171.64.122.111|bba5_ext402K|260|0.00|5.00|0.00|0||*Synthetic Construct||
565|171.64.122.111|bba5_ext500K|260|0.00|5.00|0.00|0||*Synthetic Construct||
566|171.64.122.144|p566_BBA5_pf|12200|0.00|15.00|33.00|100|GROMACS|*Synthetic Construct||
567|171.67.89.148|p567_BBA5|12200|15.00|40.00|33.00|100|GROMACS|*Synthetic Construct||
568|171.64.122.113|p568_BBA5_N|12200|6.00|10.00|23.00|100|GROMACS|*Synthetic Construct|ymrhee|
569|171.67.89.148|p569_BBA5_ext|12200|10.00|15.00|46.00|100|GROMACS|*Synthetic Construct|ymrhee|
570|171.67.89.148|p570_BBalphaUA|12212|25.00|60.00|36.00|100|GROMACS|*Synthetic Construct||
571|171.67.89.148|p571_L939_K12M_nat|15367|25.00|60.00|66.00|100|GROMACS|General|ymrhee|
572|171.67.89.148|p572_L939_K12M|15367|13.00|19.00|61.00|100|GROMACS|General|ymrhee|
573|171.67.89.148|p573_L939_K12M|15367|25.00|60.00|47.00|100|GROMACS|General||
574|171.67.89.148|p574_L939_K12M|15367|25.00|60.00|47.00|100|GROMACS|General||
575|171.67.89.148|p575_L939_K12M|15367|25.00|60.00|47.00|100|GROMACS|General||
576|171.67.89.148|p576_L939_K12M|15367|25.00|60.00|47.00|100|GROMACS|General||
577|171.67.89.148|p577_L939_K12M|15367|25.00|60.00|47.00|100|GROMACS|General||
578|171.67.89.148|p578_L939_K12M|15367|25.00|60.00|47.00|100|GROMACS|General||
579|171.65.103.148|p579_BBA5_pf|385|36.00|53.00|186.00|250|TINKER|*Synthetic Construct|ymrhee|
580|171.67.89.148|p580_BBA5|245|3.00|10.00|6.00|100|GROMACS|*Synthetic Construct|ymrhee|
581|171.65.103.148|p581_BBA5_tip4p|16138|42.00|62.00|220.00|100|GROMACS|*Synthetic Construct|ymrhee|
582|171.65.103.148|p582_BBA5_tip4pEW|16138|52.00|78.00|277.00|100|GROMACS|*Synthetic Construct|ymrhee|
583|171.65.103.148|p583_BBA5/GBSA|385|9.00|13.00|42.00|100|AMBER|*Synthetic Construct|ymrhee|
584|171.65.103.148|p584_BBA5/TIP3P|12200|18.00|26.00|88.00|100|AMBER|*Synthetic Construct|ymrhee|
585|||0|32.00|0.00|215.00|100||*Synthetic Construct||
586|171.64.122.113|p586_BBA5/POL3|12200|32.00|47.00|215.00|100|AMBER|*Synthetic Construct|ymrhee|
587|171.65.103.148|p587_BBA5_pf|385|36.00|53.00|186.00|250|TINKER|*Synthetic Construct|ymrhee|
588|171.64.122.113|p588_BBA5/m20|12200|42.00|62.00|230.00|100|GROMACS|*Synthetic Construct|ymrhee|
589|171.64.122.113|p589_BBA5/M24|12200|42.00|62.00|230.00|100|GROMACS|*Synthetic Construct|ymrhee|
590|171.65.103.148|p590_BBA5_pf|385|19.00|28.00|93.00|250|TINKER|*Synthetic Construct|ymrhee|
591|171.65.103.148|p591_BBA5_pf|385|5.00|10.00|20.00|250|TINKER|*Synthetic Construct|ymrhee|
599|171.64.122.109|p599_BBA5_pf|385|0.00|5.00|9.00|200|TINKER|*Synthetic Construct||
600||NativeBBA5|0|0.00|0.00|1.00|0||*Synthetic Construct||
601||601_BBAW_helix|0|0.00|0.00|0.00|0||*Synthetic Construct||
602||602_BBAW_hairpin|0|0.00|0.00|0.00|0||*Synthetic Construct||
603|171.64.122.113|p603_bba5F8W_ext_298|264|0.00|5.00|1.00|0||*Synthetic Construct||
604|171.64.122.113|p604_bba5F8W_ext_278|264|0.00|5.00|1.00|0||*Synthetic Construct||
605|171.64.122.113|p605_bba5F8W_nat_298|264|0.00|5.00|1.00|0||*Synthetic Construct||
606|171.64.122.113|p606_bba5F8W_nat_278|264|0.00|5.00|1.00|0||*Synthetic Construct||
607|171.64.122.108|NativeBBA5_278K_P607|260|0.00|5.00|1.00|0||*Synthetic Construct||
608|171.64.122.108|NativeBBA5_278K_P608|260|0.00|5.00|1.00|0||*Synthetic Construct||
609|171.64.122.108|NativeBBA5_278K_P609|260|0.00|5.00|2.00|0||*Synthetic Construct||
610|171.64.122.120|p610_tetP30_build_ext|343|0.00|14.00|7.00|200|TINKER|Tumour Supression||
611|171.64.122.120|p611_trpzip1_ext|167|0.00|14.00|5.00|400|TINKER|General||
612|171.64.122.120|P612_villin_ext_ASP|392|0.00|14.00|8.00|200|TINKER|Gastrointestinal tumors and Adenocarcinomas|
613|171.64.122.120|p613_trpzip1_ext_23C|167|0.00|14.00|5.00|400|TINKER|General||
614|171.64.122.120|p614_trpzip1_nat_23C|167|0.00|14.00|5.00|400|TINKER|General||
615|171.64.122.120|p615_trpzip2_ext_23C|167|0.00|14.00|5.00|400|TINKER|General||
616|171.64.122.120|p616_trpzip2_nat_23C|167|0.00|14.00|5.00|400|TINKER|General||
617|171.64.122.119|p617_p53_1a1u_nat|684|11.00|11.00|51.00|100|TINKER|Tumour Supression|csnow|
618|171.64.122.119|p618_p617_designvln_nat|471|13.00|13.00|63.00|200|TINKER|Tumour Supression|csnow|
619|171.64.122.119|p619_p53_1a1u_nat|684|11.00|11.00|52.00|100|TINKER|Tumour Supression|csnow|
620|171.64.122.120|p620_designvln_ext|471|0.00|11.00|10.00|200|TINKER|*Synthetic Construct||
621|171.64.122.120|p621_trpzip1_nc_ext|168|0.00|14.00|7.00|400|TINKER|General||
622|171.64.122.119|p622_TZ1_NAT|220|25.00|25.00|128.00|400|TINKER|General|csnow|
623|171.64.122.119|p623_TZ2_NAT|220|25.00|25.00|128.00|400|TINKER|General|csnow|
624|171.64.122.119|p624_TZ1_EXT|220|25.00|25.00|128.00|400|TINKER|General|csnow|
625|171.64.122.119|p625_TZ2_EXT|220|25.00|25.00|128.00|400|TINKER|General|csnow|
626|171.64.122.121|P626_vfd_nat|479|14.00|14.00|66.00|80|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
627|171.64.122.121|P627_vfd_ext|479|9.00|9.00|38.00|80|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
628|171.64.122.121|P628_vsd_nat|418|11.00|11.00|51.00|80|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
629|171.64.122.121|P629_vsd_ext|418|7.00|7.00|29.00|80|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
630|171.64.122.121|P630_vmut_nat|378|10.00|10.00|43.00|80|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
631|171.64.122.121|P631_vmut_ext|378|6.00|6.00|24.00|80|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
632|171.64.122.108|P632_TZ3_NAT|227|0.00|14.00|23.00|400|TINKER|General||
633|171.64.122.108|P633_TZ3_EXT|227|0.00|14.00|23.00|400|TINKER|General||
634|171.64.122.121|P634_villin_c0_nat|366|39.00|39.00|204.00|400|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
635|171.64.122.121|P635_villin_c1_nat|403|47.00|47.00|248.00|400|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
636|171.64.122.121|p636_villin_c0_ext|366|23.00|23.00|115.00|400|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
637|171.64.122.121|p637_villin_c1_ext|403|27.00|27.00|138.00|400|TINKER|Gastrointestinal tumors and Adenocarcinomas|NA|
638|171.64.122.143|p638_L939_K12M_ext|393|45.00|67.00|239.00|400|TINKER|General|csnow|
639|171.64.122.143|p639_L939_K12M_nat|393|45.00|67.00|239.00|400|TINKER|General|csnow|
640|171.64.122.112|p640_TZ1_NAT_0C|220|14.00|14.00|19.00|400|TINKER|General||
641|171.64.122.112|p641_TZ1_NAT_46C|220|14.00|14.00|19.00|400|TINKER|General||
642|171.64.122.112|p642_TZ2_NAT_0C|220|14.00|14.00|19.00|400|TINKER|General||
643|171.64.122.112|p643_TZ2_NAT_46C|220|14.00|14.00|19.00|400|TINKER|General||
644|171.64.122.112|P644_TZ3_NAT_0C|227|14.00|14.00|23.00|400|TINKER|General||
645|171.64.122.112|P645_TZ3_NAT_46C|227|14.00|14.00|23.00|400|TINKER|General||
646|171.64.122.112|p646_TZ1_1LE|218|14.00|14.00|19.00|400|TINKER|General||
647|171.64.122.112|p647_TZ2_1LE|218|14.00|14.00|19.00|400|TINKER|General||
648|171.64.122.112|p648_TZ1_1LEcap|220|14.00|14.00|19.00|400|TINKER|General||
649|171.64.122.112|p649_TZ2_1LEcap|220|14.00|14.00|19.00|400|TINKER|General||
650|171.64.122.143|P650_TZ4_NAT|264|14.00|14.00|40.00|400|TINKER|General||
651|171.64.122.143|P651_TZ4_EXT|264|14.00|14.00|40.00|400|TINKER|General||
652|171.64.122.143|P652_TZ3_NAT_LOWVISC|227|14.00|14.00|30.00|400|TINKER|General||
653|171.64.122.143|P653_TZ3_EXT_LOWVISC|227|14.00|14.00|30.00|400|TINKER|General||
654|171.64.122.143|P654_TZ3_NAT_UA|169|14.00|14.00|17.00|400|TINKER|General||
655|171.64.122.143|P655_TZ3_EXT_UA|169|14.00|14.00|17.00|400|TINKER|General||
656|171.64.122.117|p656_TZ2_NAT_EXP|6505|0.00|40.00|146.00|100|GROMACS|General||
657|171.64.122.117|p657_TZ2_EXT_EXP|6493|0.00|40.00|146.00|100|GROMACS|General||
658|171.64.122.143|p658_1PRB_EXT|473|14.00|20.00|67.00|400|TINKER|General|csnow|
659|171.64.122.143|p659_1PRB_NAT|473|24.00|35.00|122.00|400|TINKER|General|csnow|
660|171.64.122.119|p660_1LE0_273K|220|25.00|25.00|128.00|400|TINKER|General|csnow|
661|171.64.122.119|p661_1LE0_319K|220|25.00|25.00|128.00|400|TINKER|General|csnow|
662|171.64.122.120|p662_1LE1_273K|220|0.00|14.00|19.00|400|TINKER|General||
663|171.64.122.120|p663_1LE1_319K|220|0.00|14.00|19.00|400|TINKER|General||
664|171.64.122.143|p664_1LE0_VISC9|220|14.00|14.00|19.00|400|TINKER|General||
665|171.64.122.143|p665_TZ1_EXT_VISC9|220|14.00|14.00|19.00|400|TINKER|General||
666|171.64.122.143|p666_1LE1_VISC9|220|14.00|14.00|19.00|400|TINKER|General||
667|171.64.122.143|p667_TZ2_EXT_VISC9|220|14.00|14.00|19.00|0||General||
668|171.64.122.143|P668_TZ3_NAT_VISC9|227|14.00|14.00|30.00|400|TINKER|General||
669|171.64.122.143|P669_TZ3_EXT_VISC9|227|14.00|14.00|30.00|400|TINKER|General||
670|171.64.122.117|p670_TZ2_NAT_EXP|6505|0.00|20.00|73.00|100|GROMACS|General||
671|171.64.122.117|p671_TZ2_EXT_EXP|6493|0.00|20.00|73.00|100|GROMACS|General||
672|171.64.122.119|p672_1LE0_342K|220|25.00|25.00|128.00|400|TINKER|General|csnow|
673|171.64.122.120|p673_1LE1_342K|220|0.00|14.00|19.00|400|TINKER|General||
674|171.64.122.112|P674_TZ3_NAT_342K|227|14.00|14.00|23.00|400|TINKER|General||
675|171.64.122.143|P675_TZ4_NAT2|264|35.00|52.00|182.00|400|TINKER|General|csnow|
676|171.64.122.119|p676_TZ2_EXT_319K|220|25.00|25.00|128.00|400|TINKER|General|csnow|
677|171.64.122.119|p677_TZ2_EXT_342K|220|25.00|25.00|128.00|400|TINKER|General|csnow|
678|171.64.122.143|p678_L939_K12M_355K|393|46.00|68.00|242.00|400|TINKER|General|csnow|
679|171.64.122.108|P679_TZ3_NAT|227|0.00|14.00|23.00|400|TINKER|General||
680|171.64.122.143|p680_L939_K12M_414K|393|45.00|67.00|237.00|400|TINKER|General|csnow|
681|171.64.122.119|p681_TZ2_EXT_VISC0MD|220|0.00|14.00|30.00|400|TINKER|General||
682|171.64.122.119|p682_TZ2_NAT_VISC0MD|220|0.00|14.00|30.00|400|TINKER|General||
683|171.67.89.150|p683_TZ2_NAT_EXP|6426|21.00|40.00|60.00|100|GROMACS|General||
684|171.67.89.150|p684_TZ2_EXT_EXP|6417|21.00|40.00|60.00|100|GROMACS|General||
685|171.64.122.143|p685_L939_K12M_ext_355K|393|25.00|37.00|129.00|400|TINKER|General|csnow|
686|171.64.122.143|p686_L939_K12M_ext_novisc|393|25.00|36.00|125.00|400|TINKER|General|csnow|
687|171.64.122.143|p687_L939_K12M_473K|393|45.00|66.00|235.00|400|TINKER|General|csnow|
688|171.64.122.143|p688_L939_K12M_444K|393|45.00|66.00|236.00|400|TINKER|General|csnow|
689|171.64.122.143|p689_L939_K12M_503K|393|44.00|65.00|231.00|400|TINKER|General|csnow|
690|171.64.122.143|p690_L939_K12M_532K|393|44.00|65.00|231.00|400|TINKER|General|csnow|
691|171.64.122.143|p691_L939_K12M_int|393|0.00|30.00|70.00|400|TINKER|General||
692|171.64.122.143|p692_L939_K12M_int|393|46.00|68.00|241.00|400|TINKER|General|csnow|
693|171.64.122.119|p693_L939_WT_Nat|397|46.00|69.00|244.00|400|TINKER|General|csnow|
694|171.64.122.119|p694_L939_wt_ext|397|25.00|37.00|236.00|400|TINKER|General|csnow|
695|171.64.122.119|p695_L939_WT_Nat_444K|397|45.00|66.00|235.00|400|TINKER|General|csnow|
696|171.64.122.119|p696_L939_K12M_Raleigh|393|45.00|66.00|235.00|400|TINKER|General|csnow|
697|171.64.122.119|p697_L939_WT_Raleigh|397|45.00|67.00|238.00|400|TINKER|General|csnow|
698|171.64.122.143|p698_L939_K12M_600K|393|41.00|60.00|214.00|400|TINKER|General|csnow|
699|171.64.122.143|p699_L939_K12M_700K|393|41.00|60.00|213.00|400|TINKER|General|csnow|
700||P700_Src/Peptide|10546|0.00|3.00|2.00|0||Alzheimers||
701||P701_Src/Peptide|10482|0.00|3.00|2.00|0||Alzheimers||
702||P702_Src/Peptide(Leu->Ala)|10535|0.00|3.00|2.00|0||Alzheimers||
703||P703_Src/Peptide(Leu->Ala)|10486|0.00|3.00|2.00|0||Alzheimers||
704||P704_Src/Peptide(Asn->Ala)|10544|0.00|3.00|2.00|0||Alzheimers||
705||P705_Src/Peptide(Asn->Ala)|10489|0.00|3.00|2.00|0||Alzheimers||
706||P706_Src/Peptide(Tyr->Ala)|10547|0.00|3.00|2.00|0||Alzheimers||
707||P707_Src/Peptide(Tyr->Ala)|10508|0.00|3.00|2.00|0||Alzheimers||
710|171.64.122.114|INTERNAL_TEST_CH4|649|0.00|0.00|0.00|0||N/A||
711|171.64.122.114|INTERNAL_TEST_CH4|649|0.00|0.00|0.00|0||N/A||
712|171.64.122.114|INTERNAL_TEST_CH4|649|0.00|0.00|0.00|0||N/A||
713|171.64.122.114|INTERNAL_TEST_CH4|649|0.00|0.00|0.00|0||N/A||
714|171.64.122.114|INTERNAL_TEST_CH4|649|0.00|0.00|0.00|0||N/A||
715|171.64.122.114|INTERNAL_TEST_CH4|649|0.00|0.00|0.00|0||N/A||
716|171.64.122.114|INTERNAL_TEST_CH4|649|0.00|0.00|0.00|0||N/A||
717|171.64.122.114|INTERNAL_TEST_CH4|649|0.00|0.00|0.00|0||N/A||
720|171.64.122.116|p720_ABeta17-42|675|0.00|10.00|15.00|100|TINKER|Alzheimers||
721|171.64.122.117|p721_Abeta21-43 t= 360.00003 in water|47747|0.00|30.00|39.00|100|GROMACS|Alzheimers||
722|171.64.122.117|p722_Abeta21-43-tetramer|47891|0.00|24.00|54.00|100|GROMACS|Alzheimers||
723|171.64.122.117|p723_Abeta21-43-amberGS|47747|0.00|17.00|49.00|100|GROMACS|Alzheimers||
724|171.65.103.152|p724_Abeta21-43-amberGS|47747|13.00|13.00|63.00|100|GROMACS|Alzheimers|vvishal|
725|171.64.122.117|p725_gsgs-md|215|0.00|4.00|11.00|100|GROMACS|General||
726|171.64.122.117|p726_gsgs-md|215|0.00|4.00|11.00|100|GROMACS|General||
727|171.64.122.117|p727_BBA5_ext_md|24|0.00|4.00|13.00|100|GROMACS|*Synthetic Construct||
728|171.64.122.117|p728_BBA5_ext_sd_h2o|245|0.00|4.00|13.00|100|GROMACS|*Synthetic Construct||
729|171.67.89.152|p729_gsgs_md|215|6.00|10.00|20.00|100|GROMACS|General|vvishal|
730|171.67.89.152|p730_gsgs_sd_h2o|215|6.00|10.00|24.00|100|GROMACS|General|vvishal|
